stop_id;stop_name
U18035Z82;Znojmo, Bohumilice, ves
U18034Z81;Znojmo, Nesachleby
U18034Z82;Znojmo, Nesachleby
U18035Z81;Znojmo, Bohumilice, ves
U16841Z1;Žádovice
U17531Z1;Pustiměř, náves
U18009Z10;Znojmo, autobusové nádraží
U18036Z81;Znojmo, Bohumilice, mlýn
U18037Z81;Znojmo, Oblekovice, střed
U18045Z81;Znojmo, Přímětice, Křížový sklep
U18046Z81;Znojmo, Přímětice, točna
U18046Z82;Znojmo, Přímětice, točna
U18045Z83;Znojmo, Přímětice, Křížový sklep
U18063Z81;Znojmo, Vančurova DPS
U18067Z81;Znojmo, Přímětice, K Suchopádu
U18104Z82;Dobšice, MŠ
U18044Z81;Znojmo, Přímětice, Sklářská
U18077Z81;Znojmo, Přímětice, Plenkovická
U18082Z81;Znojmo, Mramotice, u hřbitova
U18072Z82;Znojmo, Mramotice, u čekárny
U18049Z81;Znojmo, Kasárna
U16149Z4;Sokolnice, železniční stanice
U17423Z4;Vyškov, Autobusové nádraží
U16214Z1;Lovčičky
U16168Z3;Mokrá-Horákov, lom
U17209Z1;Pozořice, Jezera, vodojem
U17205Z1;Hostěnice, rozc.Červený vrch
U17203Z3;Hostěnice, kasárna
U17204Z61;Hostěnice, obecní úřad
U17214Z1;Pozořice, škola
U1146Z8;Hlavní nádraží
U17335Z14;Rousínov, autobusová stanice
U17361Z1;Rousínov, EDP
U17361Z2;Rousínov, EDP
U17342Z1;Rousínov, žel. st.
U17335Z5;Rousínov, autobusová stanice
U17341Z1;Rousínov, zdravotní středisko
U17329Z1;Rousínov, betonárka
U17333Z1;Rousínov, Královopolské Vážany
U17340Z1;Rousínov, Vítovice
U17307Z1;Habrovany
U17319Z1;Olšany, lom
U17318Z1;Olšany
U17319Z2;Olšany, lom
U17307Z2;Habrovany
U17333Z2;Rousínov, Královopolské Vážany
U17329Z2;Rousínov, betonárka
U17341Z2;Rousínov, zdravotní středisko
U17335Z11;Rousínov, autobusová stanice
U17339Z1;Rousínov, škola
U17335Z13;Rousínov, autobusová stanice
U17336Z1;Rousínov, Rousínovec
U17334Z1;Rousínov, Kroužek
U18184Z81;Nový Šaldorf-Sedlešovice, Modré sklepy
U16222Z2;Šaratice
U18028Z81;Znojmo, Konice, pod kopcem
U16357Z1;Otnice, Na Konci
U17419Z2;Vyškov, Tržiště
U18011Z3;Znojmo, nám.Svobody, lázně
U18027Z81;Znojmo, Konice, hostinec
U17454Z1;Vyškov, Marchanice
U16219Z1;Otnice, host. U Marků
U17336Z2;Rousínov, Rousínovec
U18107Z1;Dobšice, rest.
U16612Z81;Kyjov, nemocnice
U16830Z1;Ježov, u Šupalového
U15346Z2;Boleradice, u kříže
U18013Z1;Znojmo, Hradiště, sýpka
U17335Z12;Rousínov, autobusová stanice
U15351Z2;Diváky, samota
U16831Z1;Ježov, zdravotní středisko
U18076Z1;Znojmo, Hradiště, hájenka
U18079Z81;Znojmo, Popice, u hospody
U17339Z2;Rousínov, škola
U15349Z2;Diváky, dolní konec
U16829Z1;Ježov, škola
U18179Z1;Mašovice, dvůr
U18026Z81;Znojmo, Popice, u kostela
U17332Z1;Rousínov, garáže ČSAD
U15225Z2;Nesvačilka
U16844Z2;Žeravice, obecní úřad
U18150Z1;Mašovice, lom
U18070Z82;Znojmo, Konice, rozcestí
U17330Z1;Rousínov, Čechyně, náves
U15225Z1;Nesvačilka
U16831Z2;Ježov, zdravotní středisko
U18149Z1;Mašovice, hostinec
U18058Z82;Znojmo, nám.Republiky
U17338Z1;Rousínov, Slavíkovice
U15350Z1;Diváky, obecní úřad
U16830Z2;Ježov, u Šupalového
U18152Z1;Mašovice, u hřbitova
U18094Z81;Znojmo, Pontassievská
U16219Z2;Otnice, host. U Marků
U17451Z1;Křižanovice u Vyškova, rozcestí
U17420Z2;Vyškov, Tyršova
U15349Z1;Diváky, dolní konec
U16841Z2;Žádovice
U18140Z1;Bezkov
U18095Z81;Znojmo, Horní Česká
U16357Z2;Otnice, Na Konci
U17452Z1;Topolany
U17409Z1;Vyškov, Moravská
U15351Z1;Diváky, samota
U16832Z2;Kelčany, obecní úřad
U18180Z1;Podmolí, u bytovky
U18061Z82;Znojmo, nám.Svobody, Horní brána
U16222Z1;Šaratice
U16225Z1;Zbýšov
U16328Z9;Slavkov u Brna, aut. st.
U16401Z4;Bučovice, aut. st.
U16403Z2;Bučovice, jatky
U16405Z2;Bučovice, Marefy, rozc. Letonice
U16318Z1;Křižanovice, žel. st.
U16309Z2;Hodějice, rozc.
U16328Z6;Slavkov u Brna, aut. st.
U16309Z1;Hodějice, rozc.
U16317Z2;Křižanovice, u přejezdu
U16405Z1;Bučovice, Marefy, rozc. Letonice
U16403Z1;Bučovice, jatky
U16406Z1;Bučovice, Marefy, žel. st.
U16409Z2;Letonice, u kaple
U16408Z2;Letonice, obecní úřad
U17302Z2;Dražovice, na kopci
U17301Z2;Dražovice
U17321Z2;Podbřežice, rozc.
U17320Z1;Podbřežice
U17310Z2;Komořany, obecní úřad
U17311Z2;Komořany, EDP
U17335Z7;Rousínov, autobusová stanice
U17349Z2;Velešovice, Za Mlýnem
U16210Z2;Kovalovice, Stará pošta
U17311Z1;Komořany, EDP
U17310Z1;Komořany, obecní úřad
U17321Z1;Podbřežice, rozc.
U17301Z1;Dražovice
U17302Z1;Dražovice, na kopci
U16408Z1;Letonice, obecní úřad
U16409Z1;Letonice, u kaple
U16401Z8;Bučovice, aut. st.
U16404Z2;Bučovice, Marefy, náves
U16314Z1;Křižanovice, pož. zbrojnice
U16316Z1;Křižanovice, u Mlejnku
U16326Z1;Rašovice, u křížku
U16325Z1;Rašovice, škola
U16325Z2;Rašovice, škola
U16326Z2;Rašovice, u křížku
U16316Z2;Křižanovice, u Mlejnku
U16314Z2;Křižanovice, pož. zbrojnice
U16318Z2;Křižanovice, žel. st.
U16404Z1;Bučovice, Marefy, náves
U16407Z1;Bučovice, u školy
U16401Z10;Bučovice, aut. st.
U16606Z81;Kyjov, Boršov, horní zastávka
U18051Z1;Znojmo, Brněnská, sídl.
U16463Z2;Bučovice, železniční stanice
U16402Z1;Bučovice, garáže ČSAD
U16411Z1;Mouřínov, statek
U16410Z1;Mouřínov
U16410Z2;Mouřínov
U16411Z2;Mouřínov, statek
U16402Z2;Bučovice, garáže ČSAD
U16301Z1;Dambořice
U16302Z2;Dambořice, u pomníku
U16306Z2;Velké Hostěrádky, u bytovky
U16202Z2;Bošovice, Plaňava
U16201Z2;Bošovice, obecní úřad
U16203Z2;Bošovice, u parku
U16218Z2;Otnice, dělnický dům
U16146Z2;Újezd u Brna, Rychmanov
U16149Z51;Sokolnice, železniční stanice
U16144Z1;Újezd u Brna, penzion
U16103Z1;Hostěrádky-Rešov
U16216Z1;Milešovice, sídliště
U16217Z1;Milešovice, zast.
U16215Z1;Milešovice, host. Laštůvka
U16217Z2;Milešovice, zast.
U16220Z1;Otnice, Milešovská
U16221Z1;Otnice, zdrav.stř.
U16218Z1;Otnice, dělnický dům
U16203Z1;Bošovice, u parku
U16201Z1;Bošovice, obecní úřad
U16202Z1;Bošovice, Plaňava
U16220Z2;Otnice, Milešovská
U16216Z2;Milešovice, sídliště
U16103Z2;Hostěrádky-Rešov
U16144Z2;Újezd u Brna, penzion
U16146Z1;Újezd u Brna, Rychmanov
U16306Z1;Velké Hostěrádky, u bytovky
U16302Z1;Dambořice, u pomníku
U16303Z3;Klobouky u Brna, Bohumilice
U16303Z4;Klobouky u Brna, Bohumilice
U16214Z2;Lovčičky
U1772Z2;Za křížem
U1065Z2;Černovická terasa II
U1064Z2;Černovická terasa I
U1495Z1;Pod Tuřankou
U1581Z2;Areál Slatina
U1581Z1;Areál Slatina
U1495Z2;Pod Tuřankou
U1064Z1;Černovická terasa I
U1065Z1;Černovická terasa II
U1772Z1;Za křížem
U18075Z81;Znojmo, Pražská, sídliště
U17402Z1;Vyškov, Brňany
U18084Z82;Znojmo, Cínová hora, střed
U17507Z1;Prusy-Boškůvky, Moravské Prusy, ZD
U16818Z2;Vlkoš, křižovatka
U15346Z1;Boleradice, u kříže
U17401Z1;Vyškov, Agrodům
U17505Z1;Prusy-Boškůvky, Moravské Prusy, křiž.
U18083Z81;Znojmo, Cínová hora, točna
U16812Z1;Svatobořice-Mistřín, železniční stanice
U18330Z2;Blanné
U16607Z81;Kyjov, Boršov
U15344Z1;Boleradice
U18161Z1;Podmolí, náves
U15567Z1;Velké Pavlovice, Hodonínská
U17404Z2;Vyškov, Dvořákova
U18332Z2;Blanné, rozcestí
U16138Z1;Telnice
U18182Z1;Podmolí, u bunkru
U18084Z81;Znojmo, Cínová hora, střed
U16812Z2;Svatobořice-Mistřín, železniční stanice
U17421Z2;Vyškov, U podchodu
U16158Z2;Újezd u Brna, škola
U18256Z1;Lukov
U18061Z81;Znojmo, nám.Svobody, Horní brána
U18337Z2;Grešlové Mýto, motorest
U16610Z81;Kyjov, ČSAD
U19156Z1;Ratíškovice, rozcestí Tomáš
U17423Z1;Vyškov, Autobusové nádraží
U15224Z1;Moutnice, u fary
U18249Z1;Horní Břečkov, Jednota
U18060Z81;Znojmo, Horní nám.
U18341Z2;Pavlice, na kopci
U16650Z81;Kyjov, železniční stanice
U16800Z1;Milotice, drůbežárna
U17422Z2;Vyškov, U přejezdu
U15224Z2;Moutnice, u fary
U18251Z1;Horní Břečkov, Čížov
U18058Z81;Znojmo, nám.Republiky
U18262Z2;Vranovská Ves, u hřiště
U16515Z1;Hvězdlice, Nové Hvězdlice, rozcestí
U16611Z1;Kyjov, letiště
U17408Z1;Vyškov, Lapač
U15233Z1;Měnín, Jalovisko
U18251Z2;Horní Břečkov, Čížov
U18003Z82;Znojmo, Lužická
U18263Z2;Vranovská Ves, u lesa
U16513Z2;Uhřice, na návsi
U16614Z1;Kyjov, sklárna
U17412Z1;Vyškov, Poliklinika
U15256Z2;Moutnice, k Jalovisku
U18249Z2;Horní Břečkov, Jednota
U18256Z2;Lukov
U18182Z2;Podmolí, u bunkru
U18161Z2;Podmolí, náves
U18140Z2;Bezkov
U18152Z2;Mašovice, u hřbitova
U18149Z2;Mašovice, hostinec
U18150Z2;Mašovice, lom
U18179Z2;Mašovice, dvůr
U18076Z2;Znojmo, Hradiště, hájenka
U18013Z2;Znojmo, Hradiště, sýpka
U18151Z2;Mašovice, škola
U18010Z1;Znojmo, nám.Komenského
U18009Z9;Znojmo, autobusové nádraží
U18069Z1;Znojmo, Kasárna, rozcestí
U18141Z1;Citonice
U18155Z1;Milíčovice, na státní
U18260Z1;Vracovice
U18253Z1;Lesná, penzion
U18252Z1;Lesná, hájenka
U18344Z1;Onšov, rozcestí
U18350Z1;Vranov nad Dyjí, náměstí
U18355Z1;Vranov nad Dyjí, Zámecký hotel
U18412Z1;Lančov, kaplička
U18411Z1;Lančov, hostinec
U18418Z1;Starý Petřín, Jazovice
U18417Z3;Starý Petřín
U18421Z1;Šafov
U18519Z1;Stálky
U18518Z1;Podhradí nad Dyjí, rozcestí
U18607Z1;Uherčice, statek Mitrov
U18606Z1;Uherčice, u parku
U18609Z1;Uherčice, Mešovice
U18610Z1;Vratěnín
U18606Z3;Uherčice, u parku
U18602Z3;Korolupy, rozcestí
U18604Z1;Lubnice, u kostela
U18603Z1;Lubnice, škola
U18701Z1;Dešná
U18701Z2;Dešná
U18603Z2;Lubnice, škola
U18604Z2;Lubnice, u kostela
U18602Z2;Korolupy, rozcestí
U18077Z1;Znojmo, Přímětice, Plenkovická
U18082Z1;Znojmo, Mramotice, u hřbitova
U18160Z2;Plenkovice, u rybníka
U18159Z2;Plenkovice, Jednota
U17506Z1;Prusy-Boškůvky, Moravské Prusy, pošta
U18148Z2;Kravsko, rozcestí k závodu
U18077Z2;Znojmo, Přímětice, Plenkovická
U18132Z1;Tasovice, škola
U18275Z1;Křídlůvky
U18360Z2;Hrádek, škola
U18362Z1;Velký Karlov
U18362Z2;Velký Karlov
U18709Z1;Drosendorf, Altstadt
U18710Z1;Drosendorf, Schulen
U18710Z2;Drosendorf, Schulen
U18709Z2;Drosendorf, Altstadt
U18353Z2;Vranov nad Dyjí, před hrází
U18353Z1;Vranov nad Dyjí, před hrází
U18185Z1;Plenkovice, u hřiště
U18185Z2;Plenkovice, u hřiště
U18210Z2;Čejkovice
U18204Z2;Božice, Oseva
U18203Z2;Božice, Jednota
U18205Z4;Božice, škola
U18206Z2;Božice, u pošty
U18209Z2;Božice, České Křídlovice
U18207Z2;Božice, u sklepů
U18202Z2;Borotice, Filipovice
U18201Z2;Borotice
U18214Z3;Lechovice, obecní úřad
U18127Z1;Práče, škola
U18167Z2;Šatov, obecní úřad
U18166Z2;Šatov, křižovatka
U18165Z2;Hnanice
U18164Z2;Havraníky
U18026Z2;Znojmo, Popice, u kostela
U18079Z2;Znojmo, Popice, u hospody
U18027Z2;Znojmo, Konice, hostinec
U18028Z2;Znojmo, Konice, pod kopcem
U18101Z2;Nový Šaldorf-Sedlešovice, autosalon
U18100Z2;Znojmo, Šatovská, u staré školy
U18009Z11;Znojmo, autobusové nádraží
U16514Z2;Uhřice, rozcestí
U17508Z1;Vážany, Na Hraničkách
U16650Z1;Kyjov, železniční stanice
U15256Z1;Moutnice, k Jalovisku
U16502Z2;Milonice
U17509Z1;Vážany
U15233Z2;Měnín, Jalovisko
U16650Z4;Kyjov, železniční stanice
U16508Z2;Nesovice, požární zbrojnice
U18261Z2;Vranovská Ves, Hostěrádky
U17423Z18;Vyškov, Autobusové nádraží
U17509Z2;Vážany
U18045Z82;Znojmo, Přímětice, Křížový sklep
U16650Z3;Kyjov, železniční stanice
U18044Z82;Znojmo, Přímětice, Sklářská
U16509Z2;Nesovice, železniční stanice
U18156Z2;Olbramkostel, restaurace
U18092Z81;Znojmo, U Lesíka
U19039Z1;Hodonín, Rudolfa Filipa, sídliště
U16557Z2;Nesovice, čerpací stanice
U17335Z10;Rousínov, autobusová stanice
U17508Z2;Vážany, Na Hraničkách
U17422Z1;Vyškov, U přejezdu
U18158Z2;Olbramkostel, železniční stanice
U17335Z8;Rousínov, autobusová stanice
U19209Z1;Strážnice, Úprkova
U17506Z2;Prusy-Boškůvky, Moravské Prusy, pošta
U18086Z81;Znojmo, Koželužská, u lávky
U17420Z1;Vyškov, Tyršova
U18162Z2;Žerůtky
U16511Z2;Nevojice, točna
U16318Z51;Křižanovice, žel. st.
U19141Z2;Dubňany, Horní Huť
U17505Z2;Prusy-Boškůvky, Moravské Prusy, křiž.
U18087Z81;Znojmo, Koželužská, u mostu
U17419Z1;Vyškov, Tržiště
U16544Z2;Ždánice
U16614Z2;Kyjov, sklárna
U18071Z2;Znojmo, Mramotice, rozcestí
U16539Z2;Ždánice, hvězdárna
U17507Z2;Prusy-Boškůvky, Moravské Prusy, ZD
U18087Z82;Znojmo, Koželužská, u mostu
U16434Z2;Bučovice, Vícemilice
U17403Z1;Vyškov, Dukelská, nákup. středisko
U18049Z1;Znojmo, Kasárna
U16535Z2;Lovčice, dolní zastávka
U16611Z2;Kyjov, letiště
U17452Z2;Topolany
U18086Z82;Znojmo, Koželužská, u lávky
U17416Z1;Vyškov, Sochorova
U18075Z2;Znojmo, Pražská, sídliště
U16509Z4;Nesovice, železniční stanice
U16536Z2;Lovčice, horní zastávka
U16800Z2;Milotice, drůbežárna
U17451Z2;Křižanovice u Vyškova, rozcestí
U18070Z81;Znojmo, Konice, rozcestí
U17413Z1;Vyškov, Remagg
U18012Z1;Znojmo, Pražská, Kolonka
U16506Z1;Nesovice, obecní úřad
U16537Z2;Lovčice, na kopci
U19156Z2;Ratíškovice, rozcestí Tomáš
U17454Z2;Vyškov, Marchanice
U18026Z82;Znojmo, Popice, u kostela
U17417Z1;Vyškov, Tovární
U18009Z8;Znojmo, autobusové nádraží
U16505Z1;Nesovice, Kotáry
U16616Z2;Nechvalín, dolní zastávka
U16905Z2;Bzenec, Přívoz, železniční stanice
U17423Z13;Vyškov, Autobusové nádraží
U18079Z82;Znojmo, Popice, u hospody
U17418Z1;Vyškov, Fritzmeier
U18011Z4;Znojmo, nám.Svobody, lázně
U16512Z1;Snovídky
U16617Z2;Nechvalín, horní zastávka
U16608Z5;Kyjov, aut. st.
U17457Z1;Vyškov, Dukelská, u čistírny
U18027Z82;Znojmo, Konice, hostinec
U17450Z1;Vyškov, Pustiměřská
U18012Z2;Znojmo, Pražská, Kolonka
U16503Z1;Nemotice, železniční stanice
U16618Z2;Ostrovánky
U17527Z1;Hoštice-Heroltice, Heroltice, rozcestí
U16818Z1;Vlkoš, křižovatka
U18028Z82;Znojmo, Konice, pod kopcem
U17418Z2;Vyškov, Fritzmeier
U18075Z1;Znojmo, Pražská, sídliště
U16654Z2;Bukovany, Bukovanský mlýn
U16504Z1;Nemotice
U16832Z1;Kelčany, obecní úřad
U17417Z2;Vyškov, Tovární
U17512Z1;Rybníček, statek
U18301Z4;Horní Dunajovice, obecní úřad
U16601Z2;Bukovany
U16623Z1;Mouchnice, Na Požárech
U18049Z2;Znojmo, Kasárna
U16829Z2;Ježov, škola
U17413Z2;Vyškov, Remagg
U17519Z1;Rybníček
U14530Z1;Dobelice, Vémyslická
U16613Z2;Kyjov, pod nemocnicí
U16624Z1;Mouchnice
U18071Z1;Znojmo, Mramotice, rozcestí
U16604Z81;Kyjov, Bohuslavice, železniční stanice
U17416Z2;Vyškov, Sochorova
U17517Z1;Medlovice, rozcestí
U14521Z2;Dukovany, rozcestí
U16608Z13;Kyjov, aut. st.
U16793Z2;Koryčany, náměstí
U18162Z1;Žerůtky
U16605Z81;Kyjov, Bohuslavice
U17405Z2;Vyškov, Hraničky
U17520Z1;Švábenice
U18228Z1;Němčičky
U16613Z1;Kyjov, pod nemocnicí
U16793Z1;Koryčany, náměstí
U18158Z1;Olbramkostel, železniční stanice
U16602Z81;Kyjov, Bohuslavice, rozcestí
U17410Z2;Vyškov, Na Vyhlídce
U17510Z1;Dětkovice
U18059Z31;Znojmo, Mariánské nám.
U16601Z1;Bukovany
U16624Z2;Mouchnice
U18156Z1;Olbramkostel, restaurace
U16640Z81;Kyjov, Nětčice, obecní dům
U17406Z2;Vyškov, Hybešova
U17604Z1;Pačlavice
U18232Z1;Rudlice, u pomníku
U16654Z1;Bukovany, Bukovanský mlýn
U16618Z1;Ostrovánky
U16617Z1;Nechvalín, horní zastávka
U16616Z1;Nechvalín, dolní zastávka
U16537Z1;Lovčice, na kopci
U16536Z1;Lovčice, horní zastávka
U16535Z1;Lovčice, dolní zastávka
U16539Z1;Ždánice, hvězdárna
U16544Z3;Ždánice
U16542Z1;Ždánice, šroubárna
U16440Z3;Uhřice, Janův Dvůr
U16436Z1;Násedlovice, kostel
U16440Z4;Uhřice, Janův Dvůr
U16542Z2;Ždánice, šroubárna
U16544Z1;Ždánice
U16558Z1;Ždánice, škola
U16543Z1;Ždánice, zdravotní středisko
U16543Z2;Ždánice, zdravotní středisko
U16456Z1;Karlín, farma
U16455Z1;Karlín
U16455Z2;Karlín
U16456Z2;Karlín, farma
U16541Z2;Ždánice, Suchý řádek
U16538Z2;Ždánice, Červený Kříž
U16433Z2;Bučovice, Kloboučky, točna
U16432Z2;Bučovice, Kloboučky, škola
U16401Z3;Bučovice, aut. st.
U16432Z1;Bučovice, Kloboučky, škola
U16433Z1;Bučovice, Kloboučky, točna
U16538Z1;Ždánice, Červený Kříž
U16541Z1;Ždánice, Suchý řádek
U16652Z1;Kyjov, Langobardská
U16639Z82;Kyjov, nemocnice, křižovatka
U16637Z82;Kyjov, nadjezd
U16608Z82;Kyjov, aut. st.
U16638Z82;Kyjov, náměstí TGM
U16648Z82;Kyjov, Újezd, škola
U16646Z82;Kyjov, Újezd, Dvořákova
U16644Z82;Kyjov, smuteční síň
U16643Z82;Kyjov, sídliště Karla Čapka
U16640Z82;Kyjov, Nětčice, obecní dům
U16649Z82;Kyjov, Zahradní
U16642Z81;Kyjov, poliklinika
U16636Z81;Kyjov, gymnázium
U16653Z81;Kyjov, u fary
U16641Z81;Kyjov, Palackého
U16608Z81;Kyjov, aut. st.
U16637Z81;Kyjov, nadjezd
U16639Z81;Kyjov, nemocnice, křižovatka
U16652Z2;Kyjov, Langobardská
U16610Z82;Kyjov, ČSAD
U16607Z82;Kyjov, Boršov
U16606Z82;Kyjov, Boršov, horní zastávka
U16608Z4;Kyjov, aut. st.
U16836Z1;Kostelec, točna
U16838Z1;Moravany
U16840Z1;Moravany, Moštěnská
U16828Z1;Hýsly, Moštěnice, dvůr
U16827Z1;Hýsly
U16834Z2;Kelčany, ZSP
U16833Z2;Kelčany, u sklepů
U16612Z82;Kyjov, nemocnice
U17415Z2;Vyškov, sídl. Osvobození, škola
U16623Z2;Mouchnice, Na Požárech
U18261Z1;Vranovská Ves, Hostěrádky
U18232Z2;Rudlice, u pomníku
U17605Z1;Pačlavice, Pornice
U17414Z2;Vyškov, sídl. Osvobození Dukla
U18263Z1;Vranovská Ves, u lesa
U18232Z3;Rudlice, u pomníku
U16504Z2;Nemotice
U17606Z1;Morkovice-Slížany, Morkovice, náměstí
U17449Z1;Vyškov, Joklova
U18341Z1;Pavlice, na kopci
U18231Z1;Rudlice, samota
U16503Z2;Nemotice, železniční stanice
U16643Z81;Kyjov, sídliště Karla Čapka
U17423Z3;Vyškov, Autobusové nádraží
U18247Z1;Vevčice
U18337Z1;Grešlové Mýto, motorest
U16512Z2;Snovídky
U16644Z81;Kyjov, smuteční síň
U17421Z1;Vyškov, U podchodu
U18244Z1;Černín, Závoda
U18330Z1;Blanné
U16505Z2;Nesovice, Kotáry
U16646Z81;Kyjov, Újezd, Dvořákova
U17414Z1;Vyškov, sídl. Osvobození Dukla
U18243Z1;Černín, lávka
U18163Z1;Žerůtky, rozcestí
U16506Z2;Nesovice, obecní úřad
U16648Z81;Kyjov, Újezd, škola
U17415Z1;Vyškov, sídl. Osvobození, škola
U18245Z3;Jevišovice, náměstí
U18157Z1;Olbramkostel, státní silnice
U16509Z5;Nesovice, železniční stanice
U16645Z81;Kyjov, traktorka
U18245Z4;Jevišovice, náměstí
U17405Z1;Vyškov, Hraničky
U18243Z2;Černín, lávka
U18146Z2;Kravsko, škola
U16645Z82;Kyjov, traktorka
U16417Z11;Bohdalice-Pavlovice, Bohdalice
U16650Z2;Kyjov, železniční stanice
U17606Z2;Morkovice-Slížany, Morkovice, náměstí
U16625Z1;Brankovice, křižovatka
U17410Z1;Vyškov, Na Vyhlídce
U18145Z2;Kravsko, u kovárny
U18244Z2;Černín, Závoda
U19205Z6;Strážnice, aut. st.
U17605Z2;Pačlavice, Pornice
U16634Z1;Malínky
U17423Z6;Vyškov, Autobusové nádraží
U18147Z2;Kravsko, u hřbitova
U18247Z2;Vevčice
U19208Z1;Strážnice, Radějovská
U17604Z2;Pačlavice
U16633Z1;Kožušice
U17455Z1;Vyškov, letiště
U18073Z2;Znojmo, Mramotice, u školky
U18231Z2;Rudlice, samota
U19212Z1;Strážnice, Vinohrady
U17510Z3;Dětkovice
U16632Z1;Kožušice, točna
U17529Z1;Pustiměř, u kříže
U18072Z2;Znojmo, Mramotice, u čekárny
U18232Z31;Rudlice, u pomníku
U19203Z1;Radějov, škola
U17520Z2;Švábenice
U16633Z2;Kožušice
U17530Z1;Pustiměř, rozcestí
U18072Z1;Znojmo, Mramotice, u čekárny
U18229Z31;Němčičky, rozcestí
U19201Z1;Radějov
U17517Z2;Medlovice, rozcestí
U16634Z2;Malínky
U17532Z1;Pustiměř, ZŠ
U18073Z1;Znojmo, Mramotice, u školky
U18136Z31;Plaveč
U19201Z2;Radějov
U17519Z2;Rybníček
U16625Z2;Brankovice, křižovatka
U17521Z1;Drysice
U18147Z1;Kravsko, u hřbitova
U19203Z2;Radějov, škola
U17512Z2;Rybníček, statek
U18138Z31;Únanov, obecní úřad
U16413Z1;Kojátky, Šardičky
U18145Z3;Kravsko, u kovárny
U17607Z1;Želeč, křižovatka
U18139Z31;Únanov, závod
U18146Z1;Kravsko, škola
U19212Z2;Strážnice, Vinohrady
U16414Z2;Kojátky, dědina
U17527Z2;Hoštice-Heroltice, Heroltice, rozcestí
U17608Z1;Želeč
U18234Z3;Tvořihráz, obecní úřad
U18502Z2;Moravské Budějovice, autobusové nádraží
U19208Z2;Strážnice, Radějovská
U16412Z2;Kojátky, Kaštanov
U17505Z3;Prusy-Boškůvky, Moravské Prusy, křiž.
U17607Z4;Želeč, křižovatka
U18301Z5;Horní Dunajovice, obecní úřad
U18504Z2;Moravské Budějovice, Tyršova
U19205Z7;Strážnice, aut. st.
U16431Z1;Bučovice, Černčín
U17504Z1;Prusy-Boškůvky, Boškůvky
U17608Z2;Želeč
U18309Z4;Želetice, škola
U18508Z2;Moravské Budějovice, Lažínky
U19219Z1;Strážnice, ZŠ Marie Kudeříkové
U16430Z2;Bučovice, Černčín, ZD
U17456Z2;Vyškov, sídliště Víta Nejedlého statek
U17521Z2;Drysice
U18222Z3;Stošíkovice na Louce
U18509Z2;Moravské Budějovice, Vesce
U16849Z1;Skalka
U16463Z4;Bučovice, železniční stanice
U17528Z2;Hoštice-Heroltice, Heroltice, náves
U17532Z2;Pustiměř, ZŠ
U18009Z6;Znojmo, autobusové nádraží
U18403Z2;Častohostice
U16850Z1;Skalka, ZD
U16401Z9;Bučovice, aut. st.
U17511Z2;Hoštice-Heroltice, Hoštice, kostel
U17530Z2;Pustiměř, rozcestí
U18139Z3;Únanov, závod
U18401Z2;Blížkovice, náměstí
U16845Z1;Labuty
U16412Z1;Kojátky, Kaštanov
U17529Z2;Pustiměř, u kříže
U17514Z2;Ivanovice na Hané, aut. st.
U18138Z3;Únanov, obecní úřad
U18402Z2;Blížkovice, zdravotní středisko
U16851Z1;Vřesovice
U16414Z1;Kojátky, dědina
U17516Z1;Ivanovice na Hané, Žižkova
U18136Z3;Plaveč
U16852Z1;Vřesovice, Paseky
U17455Z2;Vyškov, letiště
U16430Z1;Bučovice, Černčín, ZD
U18336Z2;Ctidružice, u parku
U17515Z1;Ivanovice na Hané, u Škrku
U18229Z3;Němčičky, rozcestí
U16848Z1;Osvětimany, ZD
U17403Z2;Vyškov, Dukelská, nákup. středisko
U16792Z2;Koryčany, závod
U18339Z2;Grešlové Mýto, železniční stanice
U17534Z1;Ivanovice na Hané, Fischer
U18333Z1;Boskovštejn, hájenka
U16846Z2;Osvětimany
U17423Z5;Vyškov, Autobusové nádraží
U16792Z1;Koryčany, závod
U18338Z2;Grešlové Mýto, u mostu
U17534Z2;Ivanovice na Hané, Fischer
U18334Z1;Boskovštejn, požární zbrojnice
U16848Z2;Osvětimany, ZD
U17531Z2;Pustiměř, náves
U16790Z2;Střílky, náměstí
U18157Z2;Olbramkostel, státní silnice
U17515Z2;Ivanovice na Hané, u Škrku
U18335Z1;Boskovštejn, středisko ZD
U16852Z2;Vřesovice, Paseky
U17533Z1;Pustiměř, kamenolom
U16628Z3;Brankovice, železniční stanice
U18163Z2;Žerůtky, rozcestí
U17516Z2;Ivanovice na Hané, Žižkova
U18340Z1;Jiřice u Moravských Budějovic
U16851Z2;Vřesovice
U17525Z1;Zelená Hora
U16790Z1;Střílky, náměstí
U18338Z1;Grešlové Mýto, u mostu
U17514Z1;Ivanovice na Hané, aut. st.
U18343Z1;Prokopov
U16845Z2;Labuty
U17602Z1;Podivice, Terezička
U17511Z1;Hoštice-Heroltice, Hoštice, kostel
U18405Z1;Hostim, křižovatka
U16628Z2;Brankovice, železniční stanice
U18339Z1;Grešlové Mýto, železniční stanice
U16850Z2;Skalka, ZD
U17603Z1;Podivice
U18336Z1;Ctidružice, u parku
U16450Z1;Žarošice, Zdravá Voda, osada
U16849Z2;Skalka
U17528Z1;Hoštice-Heroltice, Heroltice, náves
U18406Z1;Hostim, náměstí
U17603Z2;Podivice
U18402Z1;Blížkovice, zdravotní středisko
