stop_id;stop_name
U12322Z2;Krasová, dolní konec
U12317Z4;Jedovnice, garáže ČAD
U12403Z2;Kulířov
U12404Z2;Lipovec, Marianín
U12410Z2;Rozstání, křižovatka
U12310Z2;Lipovec, kravín
U12308Z2;Lipovec
U12309Z2;Lipovec, horní konec
U12309Z1;Lipovec, horní konec
U12308Z1;Lipovec
U12310Z1;Lipovec, kravín
U12410Z1;Rozstání, křižovatka
U12404Z1;Lipovec, Marianín
U12403Z1;Kulířov
U12412Z3;Studnice
U12396Z1;Lipovec, škola
U12342Z9;Blansko, aut. st.
U12311Z52;Lipovec, točna
U12465Z1;Rozstání, křižovatka Baldovec
U12411Z1;Rozstání, obchod
U12406Z1;Rozstání, čekárna Na stráni
U12406Z2;Rozstání, čekárna Na stráni
U12411Z2;Rozstání, obchod
U12465Z2;Rozstání, křižovatka Baldovec
U12342Z7;Blansko, aut. st.
U12335Z3;Vilémovice
U12336Z1;Vilémovice, Macocha rozc. 2.0
U12328Z1;Ostrov u Macochy, Balcarka
U12331Z1;Ostrov u Macochy, u rybníka
U12329Z1;Ostrov u Macochy, Jednota
U12401Z1;Holštejn, rozc. 2.0
U12402Z50;Holštejn
U12401Z3;Holštejn, rozc. 2.0
U12329Z2;Ostrov u Macochy, Jednota
U12331Z2;Ostrov u Macochy, u rybníka
U12328Z2;Ostrov u Macochy, Balcarka
U15365Z1;Šitbořice, Nikolčická
U12336Z2;Vilémovice, Macocha rozc. 2.0
U12335Z4;Vilémovice
U12464Z1;Rozstání, ZŠ
U12409Z1;Rozstání, hřbitov
U12407Z1;Rozstání, Baldovec, lom
U12408Z1;Rozstání, Baldovec, točna
U12409Z12;Rozstání, hřbitov
U12464Z12;Rozstání, ZŠ
U12417Z1;Šošůvka, obecní úřad
U12311Z51;Lipovec, točna
U12342Z6;Blansko, aut. st.
U12401Z2;Holštejn, rozc. 2.0
U12415Z1;Šošůvka, Na Bráně
U12502Z1;Vysočany, Housko
U12501Z1;Vysočany
U12501Z2;Vysočany
U12502Z2;Vysočany, Housko
U12415Z2;Šošůvka, Na Bráně
U12417Z2;Šošůvka, obecní úřad
U12330Z2;Ostrov u Macochy, léčebna
U12330Z1;Ostrov u Macochy, léčebna
U12338Z1;Blansko, průmyslová zóna
U12439Z3;Rájec-Jestřebí, železniční stanice
U12440Z1;Rájec-Jestřebí, Lenčov, křiž.
U12433Z1;Rájec-Jestřebí, Karolín, rozc.1.0
U12432Z1;Rájec-Jestřebí, Karolín
U12433Z12;Rájec-Jestřebí, Karolín, rozc.1.0
U12428Z1;Petrovice
U12442Z11;Žďár
U12428Z2;Petrovice
U12442Z12;Žďár
U12440Z22;Rájec-Jestřebí, Lenčov, křiž.
U12427Z11;Kuničky
U12440Z3;Rájec-Jestřebí, Lenčov, křiž.
U12429Z1;Rájec-Jestřebí, Holešín
U12395Z1;Blansko, Těchov, MŠ
U12378Z1;Blansko, Obůrka
U12395Z2;Blansko, Těchov, MŠ
U12416Z2;Šošůvka, rozcestí 1.0
U12416Z1;Šošůvka, rozcestí 1.0
U12541Z2;Drahany
U12540Z2;Otinoves, obecní úřad
U12543Z1;Otinoves, horní konec
U12539Z2;Niva, čekárna
U12538Z2;Niva, u mlýna
U12538Z1;Niva, u mlýna
U12539Z1;Niva, čekárna
U12541Z1;Drahany
U12542Z1;Bousín
U12542Z2;Bousín
U12543Z2;Otinoves, horní konec
U12540Z1;Otinoves, obecní úřad
U12355Z1;Blansko, Dolní Lhota, škola
U14344Z1;Jezeřany-Maršovice, škola
U15372Z2;Nikolčice, škola
U15363Z2;Nikolčice, ZD
U15352Z2;Křepice, dolní
U15353Z2;Křepice, škola
U15336Z2;Velké Němčice
U14345Z1;Jezeřany-Maršovice, točna
U15403Z2;Hustopeče, autobusové nádraží
U14488Z2;Moravský Krumlov, Rakšice, lesovna
U15409Z2;Hustopeče, strojírny
U14490Z2;Moravský Krumlov, Rakšice, žel.st.
U15420Z2;Starovičky, průmyslová zóna
U14489Z2;Moravský Krumlov, Rakšice, Silo
U15419Z2;Starovičky
U14475Z4;Moravský Krumlov, Rakšice, restaurace
U15535Z2;Zaječí, rozcestí
U14468Z4;Moravský Krumlov, Durdice
U15528Z2;Velké Pavlovice, autobusové nádraží
U14474Z2;Moravský Krumlov, Okružní
U15528Z1;Velké Pavlovice, autobusové nádraží
U14499Z2;Moravský Krumlov, autobusové nádraží
U15535Z1;Zaječí, rozcestí
U14468Z3;Moravský Krumlov, Durdice
U15419Z1;Starovičky
U14475Z3;Moravský Krumlov, Rakšice, restaurace
U15420Z1;Starovičky, průmyslová zóna
U14489Z1;Moravský Krumlov, Rakšice, Silo
U15409Z1;Hustopeče, strojírny
U14490Z1;Moravský Krumlov, Rakšice, žel.st.
U16629Z1;Brankovice, motorest
U14488Z1;Moravský Krumlov, Rakšice, lesovna
U16630Z2;Dobročkovice, rozcestí
U14025Z1;Vedrovice, obecní úřad
U16631Z1;Dobročkovice
U14026Z1;Vedrovice, u lípy
U16509Z3;Nesovice, železniční stanice
U15633Z2;Hrušovany nad Jevišovkou, Pastviny
U16630Z1;Dobročkovice, rozcestí
U14499Z3;Moravský Krumlov, autobusové nádraží
U14476Z3;Moravský Krumlov, u přejezdu
U14482Z1;Moravský Krumlov, hájenka
U14493Z1;Moravský Krumlov, Stavení
U14493Z2;Moravský Krumlov, Stavení
U14482Z2;Moravský Krumlov, hájenka
U14476Z4;Moravský Krumlov, u přejezdu
U14499Z11;Moravský Krumlov, autobusové nádraží
U14537Z1;Petrovice
U14535Z2;Lesonice, požární zbrojnice
U14536Z1;Miroslavské Knínice
U14549Z1;Miroslav, kostel
U14546Z4;Miroslav, autobusové nádraží
U14549Z2;Miroslav, kostel
U14536Z2;Miroslavské Knínice
U14535Z1;Lesonice, požární zbrojnice
U15340Z2;Velké Němčice, obecní úřad
U15333Z2;Uherčice, Na trávníku
U15334Z2;Uherčice, obecní úřad
U15335Z2;Uherčice, ZD
U15417Z2;Starovice, zemědělské družstvo
U15416Z2;Starovice
U15411Z1;Hustopeče, nemocnice
U15403Z51;Hustopeče, autobusové nádraží
U15403Z7;Hustopeče, autobusové nádraží
U15411Z2;Hustopeče, nemocnice
U15416Z1;Starovice
U15417Z1;Starovice, zemědělské družstvo
U15335Z1;Uherčice, ZD
U15334Z1;Uherčice, obecní úřad
U15333Z1;Uherčice, Na trávníku
U15341Z1;Velké Němčice, rozcestí
U15357Z1;Vranovice, vodárna
U15358Z1;Vranovice, Lipová
U15367Z1;Vranovice, škola
U15307Z22;Vranovice, žel.st.
U15367Z2;Vranovice, škola
U15371Z1;Vranovice, sokolovna
U15380Z1;Vranovice, u hřbitova
U15329Z1;Přibice, u kaple
U15328Z1;Přibice, kostel
U15369Z1;Pohořelice, Velký Dvůr, sádky
U15369Z2;Pohořelice, Velký Dvůr, sádky
U15328Z2;Přibice, kostel
U15329Z2;Přibice, u kaple
U15380Z2;Vranovice, u hřbitova
U15371Z2;Vranovice, sokolovna
U15307Z2;Vranovice, žel.st.
U15358Z2;Vranovice, Lipová
U15357Z2;Vranovice, vodárna
U15341Z2;Velké Němčice, rozcestí
U15403Z1;Hustopeče, autobusové nádraží
U15418Z2;Starovice, rozcestí
U15339Z2;Velké Němčice, Nová Ves
U15343Z2;Velké Němčice, ZD
U15338Z2;Velké Němčice, Brněnská
U15337Z2;Velké Němčice, Boudky
U15332Z2;Nosislav, Pod kopcem
U15331Z2;Nosislav, Městečko
U15330Z2;Nosislav, Kroužek
U15231Z2;Židlochovice, nábřeží
U15222Z3;Hrušovany u Brna, žel. st.
U15229Z4;Židlochovice, aut. st.
U15231Z1;Židlochovice, nábřeží
U15330Z1;Nosislav, Kroužek
U15331Z1;Nosislav, Městečko
U15332Z1;Nosislav, Pod kopcem
U15337Z1;Velké Němčice, Boudky
U15338Z1;Velké Němčice, Brněnská
U15343Z1;Velké Němčice, ZD
U15339Z1;Velké Němčice, Nová Ves
U15418Z1;Starovice, rozcestí
U15342Z2;Velké Němčice, škola
U15403Z4;Hustopeče, autobusové nádraží
U15404Z1;Hustopeče, cihelna
U15355Z2;Kurdějov, na kopci
U15354Z1;Kurdějov, most
U15356Z1;Kurdějov, u penzionu
U15362Z3;Nikolčice, rozcestí
U15350Z3;Diváky, obecní úřad
U15348Z2;Diváky, dílny
U15364Z2;Šitbořice, na kopci
U15366Z2;Šitbořice, obecní úřad
U12774Z2;Rozseč nad Kunštátem, Horničí
U16629Z11;Brankovice, motorest
U16626Z2;Brankovice, obecní úřad
U16524Z2;Nemochovice
U16520Z2;Chvalkovice, u hřiště
U16521Z2;Chvalkovice
U16516Z2;Hvězdlice, Nové Hvězdlice
U16517Z2;Hvězdlice, Staré Hvězdlice
U12758Z2;Crhov
U16417Z12;Bohdalice-Pavlovice, Bohdalice
U12768Z2;Olešnice, u lávky
U16420Z2;Bohdalice-Pavlovice, Pavlovice, rozcestí
U16421Z11;Bohdalice-Pavlovice, Pavlovice
U12767Z6;Olešnice, nám.
U16419Z2;Bohdalice-Pavlovice, Manerov
U12767Z1;Olešnice, nám.
U16422Z2;Hlubočany, Terešov, rozcestí
U12768Z1;Olešnice, u lávky
U17453Z2;Vyškov, Zouvalka
U12758Z1;Crhov
U17444Z2;Vyškov, VTÚPV
U12775Z1;Rozseč nad Kunštátem, rozcestí
U17445Z2;Vyškov, Dědice, kasárna
U12020Z2;Makov
U17423Z9;Vyškov, Autobusové nádraží
U12698Z2;Kunštát, Sychotín, Grafitárna
U17453Z1;Vyškov, Zouvalka
U12697Z2;Kunštát, Sychotín
U16422Z1;Hlubočany, Terešov, rozcestí
U12657Z2;Boskovice, Sušilova ZŠ II
U16419Z1;Bohdalice-Pavlovice, Manerov
U12634Z2;Boskovice, Kaufland
U13126Z2;Kuřim, Podlesí, rozc.
U1286Z8;Královo Pole, nádraží
U1286Z12;Královo Pole, nádraží
U13126Z1;Kuřim, Podlesí, rozc.
U12635Z6;Boskovice, aut.st.
U12033Z1;Boskovice, Šmelcovna
U12034Z1;Boskovice, Hrádkov
U12035Z1;Boskovice, Vratíkov
U12029Z1;Okrouhlá
U12030Z1;Okrouhlá, horní konec
U12030Z2;Okrouhlá, horní konec
U12029Z2;Okrouhlá
U12035Z2;Boskovice, Vratíkov
U12034Z2;Boskovice, Hrádkov
U12033Z2;Boskovice, Šmelcovna
U12635Z26;Boskovice, aut.st.
U12633Z1;Boskovice, 17. listopadu
U12686Z2;Voděrady, nám.
U12685Z2;Voděrady, hor.zast.
U12519Z2;Drnovice
U12520Z2;Drnovice, hor.zast.
U12529Z1;Lysice, výzkum
U12666Z1;Krhov, Pohodlí
U12635Z30;Boskovice, aut.st.
U12638Z1;Boskovice, hřbitov
U12658Z2;Boskovice, Svat.Čecha
U12676Z4;Skalice nad Svitavou, žel.st.
U12512Z2;Jabloňany
U12515Z2;Obora
U12515Z1;Obora
U12512Z1;Jabloňany
U12919Z3;Velké Opatovice, aut.st.
U12925Z2;Velké Opatovice, závod
U12812Z1;Cetkovice, žel.st.
U12810Z1;Cetkovice
U12821Z1;Světlá
U12745Z2;Šebetov
U12705Z1;Knínice, horní zastávka
U12704Z1;Knínice, Městečko
U12711Z1;Knínice, U Nádraží
U12752Z1;Vážany
U12741Z1;Sudice
U12744Z1;Sudice, zast.
U12742Z1;Sudice, samota
U12635Z22;Boskovice, aut.st.
U12635Z2;Boskovice, aut.st.
U12752Z2;Vážany
U12711Z2;Knínice, U Nádraží
U12704Z2;Knínice, Městečko
U12705Z2;Knínice, horní zastávka
U12745Z1;Šebetov
U12821Z2;Světlá
U12810Z2;Cetkovice
U12812Z2;Cetkovice, žel.st.
U12823Z1;Uhřice, točna
U12919Z1;Velké Opatovice, aut.st.
U12922Z2;Velké Opatovice, sídliště
U12927Z1;Jevíčko, Brněnská
U12909Z5;Jevíčko, nám.
U12909Z2;Jevíčko, nám.
U12927Z2;Jevíčko, Brněnská
U12659Z1;Boskovice, školní statek
U12922Z1;Velké Opatovice, sídliště
U12909Z3;Jevíčko, nám.
U12910Z2;Jevíčko, hřiště SK
U12907Z2;Jaroměřice, hřiště
U12905Z2;Jaroměřice, náves
U12932Z2;Jaroměřice, Nadevsí
U12931Z2;Jaroměřice, Nový Dvůr
U12851Z3;Úsobrno, pila
U12848Z1;Úsobrno, hostinec
U12849Z1;Úsobrno, závod
U12848Z2;Úsobrno, hostinec
U12851Z1;Úsobrno, pila
U12822Z2;Uhřice
U12810Z3;Cetkovice
U12822Z1;Uhřice
U12849Z2;Úsobrno, závod
U12851Z2;Úsobrno, pila
U12906Z1;Jaroměřice, rozcestí
U12909Z4;Jevíčko, nám.
U12850Z1;Úsobrno, nové domy
U12787Z1;Horní Štěpánov, rozcestí Skřípov
U12700Z2;Horní Štěpánov, Nové Sady
U12782Z2;Horní Štěpánov, u rybníka
U12781Z2;Horní Štěpánov
U12702Z3;Horní Štěpánov, točna
U12702Z1;Horní Štěpánov, točna
U12153Z1;Bílovice nad Svitavou, Polanka
U15601Z2;Bulhary, střed
U15602Z2;Bulhary, školka
U15600Z2;Bulhary, cihelna
U15724Z1;Lednice, Nejdek, rozcestí
U15725Z1;Lednice, skleníky
U15721Z1;Lednice, hospodářské družstvo
U15722Z4;Lednice, náměstí
U12352Z2;Blansko, ČKD strojírna
U19313Z2;Veselí nad Moravou, Náklí
U15722Z2;Lednice, náměstí
U15615Z2;Podivín, Fruta
U13453Z2;Níhov
U13454Z51;Níhov, železniční stanice
U13448Z1;Katov
U13455Z1;Kuřimská Nová Ves, Prosatín, rozcestí
U13416Z1;Kuřimská Nová Ves
U13415Z1;Kuřimské Jestřabí
U13415Z2;Kuřimské Jestřabí
U13416Z2;Kuřimská Nová Ves
U13455Z2;Kuřimská Nová Ves, Prosatín, rozcestí
U13448Z2;Katov
U13454Z2;Níhov, železniční stanice
U13453Z1;Níhov
U13450Z1;Lubné
U13453Z51;Níhov
U13454Z1;Níhov, železniční stanice
U13448Z3;Katov
U13449Z1;Křižínkov
U14417Z51;Křoví, I
U14418Z1;Křoví, II
U14417Z2;Křoví, I
U14402Z2;Křoví, rozcestí
U14401Z2;Křoví, pila
U14414Z2;Velká Bíteš, samota
U14408Z2;Velká Bíteš, PBS
U14409Z2;Velká Bíteš, BDS
U14415Z2;Velká Bíteš, Vlkovská
U14416Z2;Velká Bíteš, škola
U14412Z10;Velká Bíteš, náměstí
U14412Z4;Velká Bíteš, náměstí
U14416Z1;Velká Bíteš, škola
U14414Z1;Velká Bíteš, samota
U14401Z1;Křoví, pila
U14402Z1;Křoví, rozcestí
U14417Z1;Křoví, I
U14418Z51;Křoví, II
U14417Z52;Křoví, I
U13449Z2;Křižínkov
U13448Z52;Katov
U13454Z52;Níhov, železniční stanice
U13406Z1;Dolní Loučky, Chytálky, rozcestí
U13405Z1;Dolní Loučky, hájenka
U13410Z1;Dolní Loučky, škola
U13407Z1;Dolní Loučky, Mezihoří
U13409Z2;Dolní Loučky, Střemchoví
U13311Z2;Předklášteří, papírna
U13320Z2;Tišnov, čerpací stanice
U12155Z1;Bílovice nad Svitavou, Nad Tratí
U16420Z1;Bohdalice-Pavlovice, Pavlovice, rozcestí
U12633Z51;Boskovice, 17. listopadu
U13334Z8;Tišnov, železniční stanice
U13327Z1;Tišnov, Nádražní
U13320Z1;Tišnov, čerpací stanice
U13311Z1;Předklášteří, papírna
U13409Z1;Dolní Loučky, Střemchoví
U13407Z2;Dolní Loučky, Mezihoří
U13410Z2;Dolní Loučky, škola
U13405Z2;Dolní Loučky, hájenka
U13406Z2;Dolní Loučky, Chytálky, rozcestí
U13453Z52;Níhov
U13453Z61;Níhov
U13450Z51;Lubné
U13453Z71;Níhov
U14415Z1;Velká Bíteš, Vlkovská
U14409Z1;Velká Bíteš, BDS
U14408Z1;Velká Bíteš, PBS
U14412Z2;Velká Bíteš, náměstí
U14410Z2;Velká Bíteš, cihelna
U14403Z2;Přibyslavice
U14404Z2;Přibyslavice, motorest 9 křížů
U14307Z2;Lesní Hluboké, motel 9 křížů
U14311Z2;Zálesná Zhoř, rozcestí
U14302Z2;Domašov, cestmistrovství
U14301Z2;Domašov
U14303Z2;Domašov, Nový konec
U14219Z2;Říčky
U14217Z2;Říčany
U14215Z2;Ostrovačice, náměstí Viléma Mrštíka
U1429Z6;Nemocnice Bohunice
U14215Z1;Ostrovačice, náměstí Viléma Mrštíka
U14217Z1;Říčany
U14219Z1;Říčky
U14303Z1;Domašov, Nový konec
U14301Z1;Domašov
U14302Z1;Domašov, cestmistrovství
U14311Z1;Zálesná Zhoř, rozcestí
U14307Z1;Lesní Hluboké, motel 9 křížů
U14404Z1;Přibyslavice, motorest 9 křížů
U14403Z1;Přibyslavice
U14410Z1;Velká Bíteš, cihelna
U14345Z2;Jezeřany-Maršovice, točna
U14344Z2;Jezeřany-Maršovice, škola
U14343Z2;Jezeřany-Maršovice, Jezeřany
U14015Z3;Loděnice, obecní úřad
U14343Z1;Jezeřany-Maršovice, Jezeřany
U12351Z2;Blansko, ČKD ředitelství
U19314Z2;Veselí nad Moravou, Zarazice, restaurace
U12160Z1;Bílovice nad Svitavou, náměstí
U12342Z10;Blansko, aut. st.
U16421Z1;Bohdalice-Pavlovice, Pavlovice
U19315Z2;Veselí nad Moravou, Zarazice, Crhounkova
U12351Z1;Blansko, ČKD ředitelství
U12644Z1;Boskovice, Kras
U16517Z1;Hvězdlice, Staré Hvězdlice
U19321Z2;Vnorovy, přejezd
U12160Z2;Bílovice nad Svitavou, náměstí
U12663Z2;Jabloňany, rozc.
U12352Z1;Blansko, ČKD strojírna
U16516Z1;Hvězdlice, Nové Hvězdlice
U19320Z2;Vnorovy, lidový dům
U12154Z2;Bílovice nad Svitavou, hřbitov
U12665Z2;Krhov
U12349Z1;Blansko, ČKD nová hala
U16521Z1;Chvalkovice
U19322Z2;Vnorovy, škola
U12157Z2;Bílovice nad Svitavou, Vodárenská
U12523Z2;Lysice, Perná
U12353Z1;Blansko, ČKD Orlík
U16520Z1;Chvalkovice, u hřiště
U19319Z2;Vnorovy, Lidéřovice
U12156Z2;Bílovice nad Svitavou, Soběšická
U12445Z2;Bořitov, ZD
U12449Z2;Černá Hora, Na kopci
U12016Z2;Závist
U12014Z1;Milonice
U12240Z2;Lažany, rozcestí Újezd
U12239Z2;Lažany
U13120Z2;Kuřim, rozcestí 2.0
U13120Z1;Kuřim, rozcestí 2.0
U12239Z1;Lažany
U12240Z1;Lažany, rozcestí Újezd
U12014Z2;Milonice
U12016Z1;Závist
U12449Z1;Černá Hora, Na kopci
U12445Z1;Bořitov, ZD
U12523Z1;Lysice, Perná
U12665Z1;Krhov
U12663Z1;Jabloňany, rozc.
U12651Z1;Boskovice, Pod Oborou
U12646Z1;Boskovice, Lidická
U12643Z1;Boskovice, Kosmonautů
U12645Z1;Boskovice, Ludvíka Vojtěcha
U12637Z1;Boskovice, Gagarinova
U12643Z2;Boskovice, Kosmonautů
U12641Z1;Boskovice, Hybešova 55
U12640Z22;Boskovice, Hybešova 25
U12342Z96;Blansko, aut. st.
U12032Z2;Újezd u Černé Hory
U12032Z1;Újezd u Černé Hory
U12031Z1;Újezd u Černé Hory, SPD
U12458Z1;Malá Lhota
U12463Z1;Žernovník, Hasičský dům
U12463Z2;Žernovník, Hasičský dům
U12458Z2;Malá Lhota
U12031Z2;Újezd u Černé Hory, SPD
U12635Z10;Boskovice, aut.st.
U12676Z5;Skalice nad Svitavou, žel.st.
U12667Z2;Krhov, rozc. 1.0
U12666Z2;Krhov, Pohodlí
U12529Z2;Lysice, výzkum
U12524Z4;Lysice, pohostinství
U12524Z7;Lysice, pohostinství
U12460Z2;Žerůtky
U12461Z2;Býkovice, nákupní středisko Hrnčíř
U12459Z2;Býkovice
U12462Z2;Dlouhá Lhota
U12448Z2;Brťov-Jeneč, Na Návsi
U12342Z21;Blansko, aut. st.
U12440Z4;Rájec-Jestřebí, Lenčov, křiž.
U12437Z14;Rájec-Jestřebí, náměstí
U12439Z10;Rájec-Jestřebí, železniční stanice
U12442Z1;Žďár
U12433Z3;Rájec-Jestřebí, Karolín, rozc.1.0
U12429Z2;Rájec-Jestřebí, Holešín
U12440Z2;Rájec-Jestřebí, Lenčov, křiž.
U12427Z1;Kuničky
U12619Z3;Ludíkov, rozcestí
U12625Z2;Valchov
U12653Z2;Boskovice, Podlesí
U12660Z2;Boskovice, U Kapličky
U12635Z27;Boskovice, aut.st.
U12037Z2;Sebranice, ALPS
U12690Z2;Kunštát, nám.
U12635Z7;Boskovice, aut.st.
U12660Z1;Boskovice, U Kapličky
U12653Z1;Boskovice, Podlesí
U12625Z1;Valchov
U12801Z1;Kunice
U12802Z1;Lhota u Lysic
U12806Z1;Lysice, Záoboří
U12527Z1;Lysice, škola
U12524Z51;Lysice, pohostinství
U12524Z1;Lysice, pohostinství
U12527Z2;Lysice, škola
U12806Z2;Lysice, Záoboří
U12802Z2;Lhota u Lysic
U12801Z2;Kunice
U12805Z1;Lysice, škola točna
U12528Z2;Lysice, Štěchovská
U12531Z2;Štěchov
U12537Z2;Kunčina Ves
U12457Z1;Rašov, rozc. 1.0
U12536Z1;Kozárov
U12457Z2;Rašov, rozc. 1.0
U12537Z1;Kunčina Ves
U12531Z1;Štěchov
U12528Z1;Lysice, Štěchovská
U12524Z2;Lysice, pohostinství
U12694Z2;Kunštát, Rudka, hotel
U12696Z2;Kunštát, Rudka, prodejna
U12771Z2;Petrov, rozc. 1.0
U12770Z1;Petrov
U12779Z2;Sulíkov, dolní zast.
U12778Z2;Sulíkov
U12776Z2;Rozsíčka
U12364Z1;Blansko, Lažánky, Márovky
U16524Z1;Nemochovice
U12238Z82;Adamov, Horka, točna
U19205Z3;Strážnice, aut. st.
U16626Z1;Brankovice, obecní úřad
U19210Z2;Strážnice, Skalická brána
U12363Z1;Blansko, Lažánky, kamnárna
U12237Z82;Adamov, Horka
U19200Z2;Petrov
U12367Z1;Blansko, Lažánky
U16628Z1;Brankovice, železniční stanice
U12236Z82;Adamov, obchodní dům
U19213Z2;Sudoměřice, křižovatka
U12365Z1;Blansko, Lažánky, škola
U16627Z1;Brankovice, škola
U12231Z82;Adamov, železniční zastávka
U19214Z2;Sudoměřice, obecní úřad
U12334Z1;Rudice, rozcestí 2.0
U17423Z8;Vyškov, Autobusové nádraží
U12230Z82;Adamov, železniční stanice
U19133Z2;Rohatec, Kolonie, Maryša
U12316Z1;Jedovnice, Chaloupky
U17359Z1;Rostěnice-Zvonovice, Rostěnice
U12229Z81;Adamov, železniční stanice, točna
U19135Z2;Rohatec, na kopci
U12318Z1;Jedovnice, náměstí
U17358Z1;Rostěnice-Zvonovice, Rostěnice, náves
U12234Z81;Adamov, Kolonka
U19136Z2;Rohatec, náměstí
U12317Z1;Jedovnice, garáže ČAD
U17356Z1;Rostěnice-Zvonovice, Zvonovice
U12233Z81;Adamov, Adamov III
U19137Z2;Rohatec, Smíchov
U12307Z1;Kotvrdovice, rozcestí Krasová
U16427Z1;Lysovice, kulturní dům
U12232Z82;Adamov, Adamov III, točna
U19014Z2;Hodonín, vodárna
U12302Z1;Kotvrdovice, obecní úřad
U16428Z1;Lysovice, obecní úřad
U12232Z81;Adamov, Adamov III, točna
U19008Z2;Hodonín, nemocnice - lázně
U12314Z1;Senetářov, MŠ
U16428Z2;Lysovice, obecní úřad
U12233Z82;Adamov, Adamov III
U19140Z2;Dubňany, kemp Josef
U12304Z1;Krásensko, rozcestí 1.0
U16427Z2;Lysovice, kulturní dům
U12234Z82;Adamov, Kolonka
U16803Z2;Milotice, rozcestí
U12305Z1;Krásensko
U17356Z2;Rostěnice-Zvonovice, Zvonovice
U12306Z1;Krásensko, ZD
U16808Z2;Svatobořice-Mistřín, mlýn
U12229Z82;Adamov, železniční stanice, točna
U16807Z4;Svatobořice-Mistřín, Mistřín
U17358Z2;Rostěnice-Zvonovice, Rostěnice, náves
U17351Z2;Podomí
U12230Z81;Adamov, železniční stanice
U16810Z2;Svatobořice-Mistřín, škola
U17359Z2;Rostěnice-Zvonovice, Rostěnice
U17353Z2;Ruprechtov
U12231Z81;Adamov, železniční zastávka
U16806Z2;Svatobořice-Mistřín, kulturní dům
U16401Z6;Bučovice, aut. st.
U17355Z2;Ruprechtov, u hřbitova
U12236Z81;Adamov, obchodní dům
U16809Z2;Svatobořice-Mistřín, restaurace
U16463Z3;Bučovice, železniční stanice
U17354Z2;Ruprechtov, hájenka
U12237Z81;Adamov, Horka
U16811Z2;Svatobořice-Mistřín, textilka
U16434Z1;Bučovice, Vícemilice
U17308Z2;Ježkovice, točna
U12238Z81;Adamov, Horka, točna
U16639Z2;Kyjov, nemocnice, křižovatka
U16511Z1;Nevojice, točna
U17309Z2;Ježkovice, u hřbitova
U12399Z81;Blansko, Zborovce
U16608Z17;Kyjov, aut. st.
U16557Z1;Nesovice, čerpací stanice
U12327Z2;Olomučany, točna
U12373Z82;Blansko, Bezručova
U16608Z15;Kyjov, aut. st.
U16509Z1;Nesovice, železniční stanice
U12324Z2;Olomučany, horní konec
U12368Z82;Blansko, Mánesova
U16639Z1;Kyjov, nemocnice, křižovatka
U16508Z1;Nesovice, požární zbrojnice
U12325Z2;Olomučany, restaurace
U12344Z82;Blansko, Čelakovského
U16811Z1;Svatobořice-Mistřín, textilka
U16502Z1;Milonice
U12326Z2;Olomučany, škola
U12360Z81;Blansko, hřbitov
U16809Z1;Svatobořice-Mistřín, restaurace
U12323Z2;Olomučany, dolní konec
U16514Z1;Uhřice, rozcestí
U12392Z82;Blansko, Sever
U16806Z1;Svatobořice-Mistřín, kulturní dům
U16513Z1;Uhřice, na návsi
U12360Z92;Blansko, hřbitov
U16810Z1;Svatobořice-Mistřín, škola
U16515Z2;Hvězdlice, Nové Hvězdlice, rozcestí
U12377Z81;Blansko, náměstí Svobody
U16807Z3;Svatobořice-Mistřín, Mistřín
U17423Z11;Vyškov, Autobusové nádraží
U12376Z82;Blansko, náměstí Republiky
U16808Z1;Svatobořice-Mistřín, mlýn
U12313Z1;Senetářov, Jednota
U17309Z1;Ježkovice, u hřbitova
U12385Z81;Blansko, Poliklinika
U16803Z1;Milotice, rozcestí
U17352Z1;Podomí, škola
U17308Z1;Ježkovice, točna
U12390Z82;Blansko, Sadová
U19140Z1;Dubňany, kemp Josef
U12312Z1;Senetářov, Chemoplast
U17354Z1;Ruprechtov, hájenka
U12384Z82;Blansko, Podlesí
U19001Z13;Hodonín, autobusové nádraží
U15632Z4;Hrušovany nad Jevišovkou, Lidická, VÚPP
U17355Z1;Ruprechtov, u hřbitova
U12397Z82;Blansko, ul. 9. května
U19161Z1;Vacenovice
U15560Z2;Jevišovka
U17353Z1;Ruprechtov
U12375Z82;Blansko, Náměstí Míru
U19163Z1;Vacenovice, dolní konec
U15558Z2;Drnholec
U17351Z1;Podomí
U12370Z82;Blansko, pošta
U16821Z1;Vracov, Drahy
U15561Z2;Novosedly
U12306Z2;Krásensko, ZD
U12379Z81;Blansko, Okružní
U16824Z1;Vracov, škola
U15562Z2;Novosedly, cihelna
U12305Z2;Krásensko
U12399Z82;Blansko, Zborovce
U16908Z1;Bzenec, železniční stanice
U15642Z2;Dobré Pole
U12304Z2;Krásensko, rozcestí 1.0
U12342Z82;Blansko, aut. st.
U16908Z2;Bzenec, železniční stanice
U15641Z2;Březí
U16824Z2;Vracov, škola
U12314Z3;Senetářov, MŠ
U12040Z81;Blansko, Písečná, hotel Probe
U15790Z2;Mikulov, Průmyslová zóna, točna
U16821Z2;Vracov, Drahy
U12312Z4;Senetářov, Chemoplast
U12381Z82;Blansko, Písečná, penzion
U15561Z4;Novosedly
U19163Z2;Vacenovice, dolní konec
U12313Z2;Senetářov, Jednota
U12381Z81;Blansko, Písečná, penzion
U15563Z1;Novosedly, železniční stanice
U16549Z1;Čejkovice, u kostela
